Question ID,Subject,Year,World,Level,Topic,Learning Objective,Curriculum Alignment,Cambridge Alignment,Question Type,Question,Instructions,Option A,Option B,Option C,Option D,Correct Answer,Explanation,LearnBot Tip,Voice Script,Visual Type,Visual Description,Difficulty,XP,Status,Version,QA Notes
ENG-Y1-FW-L04-Q001,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Multiple Choice,Blend the sounds /c/ /a/ /t/. Which word?,Choose one answer.,cat,cot,cut,can,cat,/c/ /a/ /t/ blends into cat.,"Say each sound, then say it faster.",Listen carefully. Blend the sounds /c/ /a/ /t/. Which word?,english-card,Sound boxes c-a-t with a cat picture.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q002,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Multiple Choice,Which word matches /p/ /e/ /n/?,Choose one answer.,pin,pan,pen,pet,pen,/p/ /e/ /n/ blends into pen.,Listen for the middle sound.,Listen carefully. Which word matches /p/ /e/ /n/?,english-card,Sound boxes p-e-n with a pen picture.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q003,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Multiple Choice,Which CVC word names the picture of a sun?,Choose one answer.,sun,run,bun,fun,sun,The picture shows sun.,Sun begins with s.,Listen carefully. Which CVC word names the picture of a sun?,english-card,Sun picture with four CVC word cards.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q004,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Multiple Choice,Which word rhymes with cat?,Choose one answer.,dog,bat,sun,pen,bat,Cat and bat both end with -at.,Listen to the ending sound.,Listen carefully. Which word rhymes with cat?,english-card,Cat and bat picture cards.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q005,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Multiple Choice,Which word is a CVC word?,Choose one answer.,cat,tree,play,shoe,cat,Cat has consonant-vowel-consonant sounds.,CVC words often have three sounds.,Listen carefully. Which word is a CVC word?,english-card,Word cards with cat highlighted after answering.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q006,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Multiple Choice,Which word matches the picture of a fox?,Choose one answer.,fix,fax,fox,box,fox,The picture shows a fox.,Check the middle vowel.,Listen carefully. Which word matches the picture of a fox?,english-card,A fox picture with similar word choices.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q007,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Match Pairs,Match each CVC word to its picture.,Match each item to its partner.,cat = cat picture,pen = pen picture,sun = sun picture,,cat = cat picture; pen = pen picture; sun = sun picture,"These pairs match: cat = cat picture, pen = pen picture, sun = sun picture.",Match one pair at a time.,Listen carefully. Match each CVC word to its picture.,english-card,A set of child-friendly pair cards arranged in two columns.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q008,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Match Pairs,Match rhyming CVC words.,Match each item to its partner.,cat = bat,pen = hen,sun = run,,cat = bat; pen = hen; sun = run,"These pairs match: cat = bat, pen = hen, sun = run.",Match one pair at a time.,Listen carefully. Match rhyming CVC words.,english-card,A set of child-friendly pair cards arranged in two columns.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q009,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Match Pairs,Match each word family.,Match each item to its partner.,mat = -at,hen = -en,cup = -up,,mat = -at; hen = -en; cup = -up,"These pairs match: mat = -at, hen = -en, cup = -up.",Match one pair at a time.,Listen carefully. Match each word family.,english-card,A set of child-friendly pair cards arranged in two columns.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q010,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Match Pairs,Match word and picture.,Match each item to its partner.,bug = bug picture,fox = fox picture,cup = cup picture,,bug = bug picture; fox = fox picture; cup = cup picture,"These pairs match: bug = bug picture, fox = fox picture, cup = cup picture.",Match one pair at a time.,Listen carefully. Match word and picture.,english-card,A set of child-friendly pair cards arranged in two columns.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q011,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Match Pairs,Match sounds to words.,Match each item to its partner.,/c/ /a/ /t/ = cat,/m/ /a/ /t/ = mat,/r/ /u/ /n/ = run,,/c/ /a/ /t/ = cat; /m/ /a/ /t/ = mat; /r/ /u/ /n/ = run,"These pairs match: /c/ /a/ /t/ = cat, /m/ /a/ /t/ = mat, /r/ /u/ /n/ = run.",Match one pair at a time.,Listen carefully. Match sounds to words.,english-card,A set of child-friendly pair cards arranged in two columns.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q012,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Tap Correct,Tap the word cat.,Tap the correct answer.,cot,cat,cut,cap,cat,The correct answer is cat.,Look for a in the middle.,Listen carefully. Tap the word cat.,english-card,Four similar CVC word cards.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q013,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Tap Correct,Tap the word that ends with -en.,Tap the correct answer.,pen,cup,sun,bat,pen,The correct answer is pen.,Check the last two letters.,Listen carefully. Tap the word that ends with -en.,english-card,CVC word cards grouped by ending.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q014,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Tap Correct,Tap the word for this picture: cup.,Tap the correct answer.,cap,cup,cub,cut,cup,The correct answer is cup.,Cup has u in the middle.,Listen carefully. Tap the word for this picture: cup.,english-card,Cup picture with similar CVC choices.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q015,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Tap Correct,Tap the word that rhymes with sun.,Tap the correct answer.,hen,mat,run,box,run,The correct answer is run.,Sun and run end with the same sound.,Listen carefully. Tap the word that rhymes with sun.,english-card,Sun and run cards connected by rhyme marks.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q016,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Tap Correct,Tap the word with the middle sound /a/.,Tap the correct answer.,pen,cat,sun,fox,cat,The correct answer is cat.,Listen for the middle vowel.,Listen carefully. Tap the word with the middle sound /a/.,english-card,CVC cards with middle vowel spaces.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q017,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Fill Missing Letter,Fill the missing letter: c_t,Type the missing letter.,,,,,a,Cat uses a in the middle.,Say cat slowly.,Listen carefully. Fill the missing letter: c_t,english-card,Cat picture with c_blank_t sound boxes.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q018,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Fill Missing Letter,Fill the missing letter: p_n,Type the missing letter.,,,,,e,Pen uses e in the middle.,Listen for /e/.,Listen carefully. Fill the missing letter: p_n,english-card,Pen picture with p_blank_n sound boxes.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q019,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Fill Missing Letter,Fill the missing letter: s_n,Type the missing letter.,,,,,u,Sun uses u in the middle.,Listen to the middle sound.,Listen carefully. Fill the missing letter: s_n,english-card,Sun picture with s_blank_n sound boxes.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q020,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Fill Missing Letter,Fill the missing letter: _at,Type the missing letter.,,,,,m,Mat starts with m.,Use the picture clue.,Listen carefully. Fill the missing letter: _at,english-card,Mat picture with blank_at word card.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q021,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Fill Missing Letter,Fill the missing letter: ru_,Type the missing letter.,,,,,n,Run ends with n.,Say the final sound.,Listen carefully. Fill the missing letter: ru_,english-card,Run action picture with ru_blank card.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q022,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Fill Missing Letter,Fill the missing letter: fo_,Type the missing letter.,,,,,x,Fox ends with x.,Listen to the last sound.,Listen carefully. Fill the missing letter: fo_,english-card,Fox picture with fo_blank card.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q023,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Text Input,Type the CVC word for a cat picture.,Type the answer.,,,,,cat,The word is cat.,Type c-a-t.,Listen carefully. Type the CVC word for a cat picture.,english-card,Cat picture with three sound boxes.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q024,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Text Input,Type the CVC word for a pen picture.,Type the answer.,,,,,pen,The word is pen.,Type p-e-n.,Listen carefully. Type the CVC word for a pen picture.,english-card,Pen picture with three sound boxes.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q025,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Text Input,Type the CVC word for a sun picture.,Type the answer.,,,,,sun,The word is sun.,Type s-u-n.,Listen carefully. Type the CVC word for a sun picture.,english-card,Sun picture with three sound boxes.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q026,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,Text Input,Type the CVC word for a cup picture.,Type the answer.,,,,,cup,The word is cup.,Type c-u-p.,Listen carefully. Type the CVC word for a cup picture.,english-card,Cup picture with three sound boxes.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q027,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,True / False,Cat and bat rhyme.,Choose True or False.,True,False,,,True,Cat and bat both end with -at.,Listen to the ending.,Listen carefully. Cat and bat rhyme.,english-card,Cat and bat cards with -at highlighted.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q028,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,True / False,Pen has the middle letter a.,Choose True or False.,True,False,,,False,Pen has e in the middle.,Check the vowel.,Listen carefully. Pen has the middle letter a.,english-card,Pen sound boxes p-e-n.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q029,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,True / False,Sun is a CVC word.,Choose True or False.,True,False,,,True,Sun has three sounds.,CVC means consonant-vowel-consonant.,Listen carefully. Sun is a CVC word.,english-card,Sun sound boxes s-u-n.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L04-Q030,English,1,forest-world,4,CVC Words,Blend three-letter CVC words.,KSSR Year 1 English: blend phonemes and read simple CVC words.,Cambridge Primary English Stage 1: apply phonics to read and spell simple words.,True / False,Fox starts with b.,Choose True or False.,True,False,,,False,Fox starts with f.,Listen to the first sound.,Listen carefully. Fox starts with b.,english-card,Fox picture and word fox.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
